person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_term,credit_score,monthly_expenses,co_applicant_income,employment_type,existing_loans,debt_to_income_ratio
25,33000,RENT,0.0,DEBTCONSOLIDATION,A,1000,7.29,0,0.03,N,4,48,669,23071,16167,Freelancer,3,0.48
21,33388,RENT,3.0,EDUCATION,B,1000,10.99,0,0.03,N,2,36,663,15155,0,Salaried,5,0.78
22,26004,MORTGAGE,6.0,PERSONAL,A,12000,7.88,1,0.46,N,4,60,724,11870,12311,Salaried,3,1.04
21,26004,OWN,5.0,VENTURE,A,7500,,0,0.29,N,2,24,675,15457,17207,Salaried,0,0.29
26,26004,MORTGAGE,2.0,HOMEIMPROVEMENT,B,10000,11.14,0,0.38,N,3,12,699,14503,0,Self-Employed,4,1.15
23,33600,RENT,2.0,PERSONAL,B,1000,10.36,0,0.03,N,2,48,713,10260,0,Unemployed,0,0.03
25,33600,RENT,5.0,DEBTCONSOLIDATION,B,1000,11.86,0,0.03,N,2,48,640,18888,24822,Unemployed,3,0.48
23,34000,RENT,0.0,MEDICAL,A,1000,7.37,0,0.03,N,4,36,699,19986,26663,Unemployed,3,0.47
23,34800,RENT,1.0,VENTURE,B,1000,11.99,0,0.03,N,4,48,747,24164,0,Self-Employed,1,0.17
25,34800,RENT,0.0,MEDICAL,C,1000,13.98,0,0.03,Y,3,60,632,18607,0,Salaried,0,0.03
22,35000,RENT,4.0,VENTURE,C,1000,,0,0.03,Y,3,60,702,20081,11336,Unemployed,4,0.6
25,35000,RENT,9.0,VENTURE,B,1000,11.99,0,0.03,N,3,36,638,21542,0,Unemployed,2,0.31
26,29000,RENT,1.0,EDUCATION,C,1000,11.28,1,0.03,N,3,60,731,9813,14742,Salaried,4,0.72
24,35100,RENT,8.0,VENTURE,C,1000,13.49,0,0.03,Y,4,24,730,20844,0,Unemployed,1,0.17
22,35100,RENT,0.0,DEBTCONSOLIDATION,C,1000,13.98,0,0.03,N,2,36,662,18207,0,Freelancer,4,0.6
24,26400,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6000,8.9,0,0.23,N,4,24,790,8976,11590,Salaried,3,0.8
23,36000,RENT,3.0,EDUCATION,B,1000,10.99,0,0.03,N,2,12,735,20446,21944,Self-Employed,0,0.03
22,36000,RENT,,MEDICAL,B,1000,9.88,0,0.03,N,3,24,715,14176,0,Self-Employed,1,0.17
22,36000,RENT,1.0,EDUCATION,A,1000,8.59,0,0.03,N,4,12,712,18545,0,Self-Employed,2,0.31
25,26400,MORTGAGE,1.0,HOMEIMPROVEMENT,A,7500,8.9,0,0.28,N,3,12,729,10886,0,Freelancer,5,1.23
22,36000,RENT,1.0,PERSONAL,A,1000,7.68,0,0.03,N,4,24,630,12305,12361,Self-Employed,3,0.44
23,31000,RENT,1.0,PERSONAL,D,1000,14.96,1,0.03,Y,3,36,689,12410,0,Freelancer,3,0.52
25,32000,RENT,2.0,MEDICAL,E,1000,19.03,1,0.03,N,4,60,699,15216,0,Salaried,0,0.03
26,38000,RENT,6.0,PERSONAL,C,1000,15.27,0,0.03,Y,3,60,659,18910,0,Self-Employed,3,0.42
24,32000,RENT,2.0,EDUCATION,C,1000,13.06,1,0.03,N,3,12,703,11500,0,Freelancer,2,0.34
23,38400,RENT,6.0,EDUCATION,B,1000,,0,0.03,N,3,12,741,16450,0,Unemployed,3,0.42
22,26400,MORTGAGE,,HOMEIMPROVEMENT,A,1550,,1,0.06,N,2,36,658,16995,13111,Unemployed,4,0.82
21,38400,RENT,5.0,PERSONAL,C,1000,14.22,0,0.03,Y,3,48,677,25503,0,Salaried,2,0.29
25,33600,RENT,0.0,EDUCATION,D,1000,15.57,1,0.03,Y,2,24,638,17272,0,Self-Employed,0,0.03
24,39996,RENT,2.0,EDUCATION,A,1000,7.49,0,0.03,N,3,12,590,19843,25932,Self-Employed,3,0.4
22,40000,RENT,3.0,DEBTCONSOLIDATION,A,1000,7.9,0,0.03,N,4,60,718,21302,0,Self-Employed,0,0.02
23,40000,RENT,2.0,EDUCATION,A,1000,6.03,0,0.03,N,2,36,678,15433,0,Unemployed,2,0.28
24,40000,RENT,1.0,MEDICAL,B,1000,10.99,0,0.03,N,3,24,682,27897,0,Freelancer,4,0.52
22,26400,MORTGAGE,,PERSONAL,B,1000,,1,0.04,N,2,36,630,15790,20539,Unemployed,1,0.23
25,26400,MORTGAGE,5.0,MEDICAL,C,5975,12.99,0,0.23,Y,4,24,670,10441,5534,Salaried,4,0.98
23,40000,RENT,3.0,VENTURE,B,1000,10.62,0,0.03,N,4,24,734,16354,24029,Freelancer,1,0.15
24,40000,RENT,4.0,EDUCATION,A,1000,6.76,0,0.03,N,4,12,680,22374,0,Freelancer,2,0.28
21,34500,RENT,4.0,DEBTCONSOLIDATION,E,1000,16.45,1,0.03,N,2,36,681,14805,0,Unemployed,1,0.17
22,40800,RENT,6.0,VENTURE,A,1000,6.91,0,0.02,N,2,36,690,18038,0,Self-Employed,0,0.02
22,42000,RENT,3.0,DEBTCONSOLIDATION,B,1000,9.62,0,0.02,N,3,60,618,25719,0,Salaried,2,0.26
24,42000,RENT,2.0,VENTURE,C,1000,13.16,0,0.02,N,2,60,711,17084,11301,Self-Employed,4,0.5
23,43000,RENT,7.0,EDUCATION,A,1000,7.51,0,0.02,N,3,12,617,25030,0,Freelancer,5,0.6
25,26400,MORTGAGE,1.0,HOMEIMPROVEMENT,B,4000,10.74,0,0.15,N,3,12,633,17792,0,Freelancer,5,1.1
21,45000,RENT,5.0,VENTURE,A,1000,7.49,0,0.02,N,3,48,627,15734,0,Salaried,2,0.24
24,45000,RENT,5.0,EDUCATION,A,1000,7.4,0,0.02,N,3,60,671,16097,12939,Unemployed,2,0.24
23,45000,RENT,0.0,EDUCATION,C,1000,14.26,0,0.02,Y,2,24,662,30471,22108,Self-Employed,1,0.13
25,40800,RENT,,DEBTCONSOLIDATION,D,1000,15.57,1,0.02,N,2,36,679,15561,11054,Self-Employed,3,0.39
22,48000,RENT,0.0,EDUCATION,A,1000,7.29,0,0.02,N,2,12,634,14801,0,Unemployed,3,0.33
21,42000,RENT,5.0,PERSONAL,D,1000,15.58,1,0.02,Y,4,36,730,27190,0,Unemployed,4,0.5
25,49000,RENT,3.0,EDUCATION,A,1000,7.66,0,0.02,N,3,36,721,20233,0,Freelancer,4,0.43
21,50000,RENT,5.0,EDUCATION,C,1000,13.49,0,0.02,N,3,48,671,20967,25581,Freelancer,5,0.52
26,26400,MORTGAGE,10.0,PERSONAL,C,8500,13.23,0,0.32,Y,3,60,656,10316,0,Freelancer,2,0.7
22,26400,MORTGAGE,2.0,DEBTCONSOLIDATION,B,4400,11.49,0,0.17,N,4,12,651,17610,16225,Self-Employed,3,0.73
26,50400,RENT,1.0,PERSONAL,A,1000,5.42,0,0.02,N,3,36,664,30732,0,Unemployed,4,0.42
23,51000,RENT,0.0,DEBTCONSOLIDATION,A,1000,7.14,0,0.02,N,2,12,609,27474,14313,Self-Employed,4,0.41
26,54000,RENT,10.0,PERSONAL,B,1000,11.71,0,0.02,N,3,24,632,25990,0,Freelancer,1,0.11
22,56000,RENT,6.0,EDUCATION,B,1000,11.49,0,0.02,N,2,48,723,20015,14924,Salaried,5,0.46
22,58000,RENT,6.0,EDUCATION,B,1000,11.26,0,0.02,N,3,24,695,38882,0,Self-Employed,4,0.36
26,64000,RENT,,DEBTCONSOLIDATION,B,1000,10.75,0,0.02,N,3,12,761,38391,0,Freelancer,0,0.02
21,26400,OWN,2.0,VENTURE,A,4000,7.51,0,0.15,N,4,12,665,10865,0,Unemployed,0,0.15
23,69000,RENT,0.0,MEDICAL,A,1000,7.29,0,0.01,N,3,60,661,46850,48789,Freelancer,2,0.16
24,70399,RENT,0.0,DEBTCONSOLIDATION,A,1000,8.59,0,0.01,N,2,36,659,47454,39630,Salaried,0,0.01
22,72000,RENT,3.0,EDUCATION,A,1000,7.88,0,0.01,N,3,36,664,40594,0,Salaried,3,0.22
25,26453,MORTGAGE,6.0,MEDICAL,B,7200,11.71,1,0.27,N,4,24,647,18358,13172,Self-Employed,3,0.84
23,75000,RENT,0.0,PERSONAL,C,1000,13.23,0,0.01,Y,3,48,693,28117,28721,Freelancer,3,0.21
24,87000,RENT,0.0,PERSONAL,C,1000,13.99,0,0.01,N,4,36,681,51552,42828,Salaried,3,0.18
21,26500,MORTGAGE,3.0,MEDICAL,D,6000,14.46,1,0.23,Y,4,60,654,9563,7192,Self-Employed,4,0.98
26,96000,RENT,0.0,HOMEIMPROVEMENT,B,1000,10.36,0,0.01,N,3,24,742,55360,76456,Salaried,2,0.11
23,38000,RENT,0.0,DEBTCONSOLIDATION,A,1075,,0,0.03,N,3,24,774,25381,15420,Self-Employed,2,0.29
23,26500,OWN,6.0,VENTURE,A,6000,8.0,0,0.23,N,3,60,738,13632,0,Salaried,3,0.79
23,14400,RENT,0.0,EDUCATION,B,1100,11.99,0,0.08,N,4,48,707,8715,0,Unemployed,3,1.12
25,35000,RENT,,DEBTCONSOLIDATION,A,1100,6.76,0,0.03,N,2,60,718,12503,0,Self-Employed,2,0.32
23,77000,RENT,3.0,VENTURE,B,1150,10.95,0,0.01,N,2,48,772,42602,0,Salaried,1,0.08
24,9960,RENT,4.0,VENTURE,A,1200,7.29,0,0.12,N,4,60,718,3239,7095,Unemployed,4,2.13
24,26650,MORTGAGE,6.0,MEDICAL,B,1000,12.53,0,0.04,N,2,60,650,8388,0,Unemployed,3,0.6
23,11000,RENT,,EDUCATION,A,1200,6.91,0,0.11,N,3,12,699,6089,2600,Freelancer,0,0.11
21,26784,MORTGAGE,,EDUCATION,A,2000,6.99,1,0.07,N,3,24,711,14172,0,Freelancer,0,0.07
24,13000,RENT,1.0,MEDICAL,B,1200,11.89,0,0.09,N,2,60,630,5612,0,Self-Employed,3,1.25
22,14400,RENT,0.0,PERSONAL,B,1200,10.37,0,0.08,N,2,60,665,7274,10544,Salaried,4,1.47
22,26796,MORTGAGE,6.0,VENTURE,A,3000,8.32,0,0.11,N,3,36,735,15373,0,Freelancer,2,0.49
24,14400,RENT,0.0,MEDICAL,A,1200,7.29,0,0.08,N,4,24,588,8033,5128,Salaried,2,0.78
21,14400,RENT,2.0,DEBTCONSOLIDATION,A,1200,7.14,0,0.08,N,3,36,617,4744,0,Self-Employed,5,1.82
23,15600,RENT,0.0,VENTURE,D,1200,14.91,1,0.08,N,4,24,671,8911,0,Self-Employed,2,0.72
22,26886,OWN,6.0,EDUCATION,C,7500,,0,0.28,Y,4,36,697,15158,19499,Unemployed,4,1.02
21,16200,RENT,3.0,EDUCATION,A,1200,7.49,0,0.07,N,3,60,612,9199,11027,Self-Employed,4,1.31
25,16800,RENT,4.0,MEDICAL,B,1200,10.38,0,0.07,N,2,60,673,10734,0,Freelancer,0,0.07
24,18000,RENT,0.0,EDUCATION,B,1200,11.89,0,0.07,N,4,12,737,9552,0,Freelancer,5,1.46
21,27000,MORTGAGE,3.0,MEDICAL,C,9600,13.49,0,0.36,Y,2,36,683,18229,0,Freelancer,4,1.1
23,20400,RENT,4.0,EDUCATION,D,1200,18.25,1,0.06,N,4,48,726,14116,0,Self-Employed,4,1.04
23,27000,OWN,,EDUCATION,B,5000,10.65,0,0.19,N,4,12,650,16219,18615,Self-Employed,1,0.37
23,27000,OWN,4.0,VENTURE,A,6400,7.9,0,0.24,N,2,36,639,11973,0,Unemployed,1,0.42
23,20400,RENT,2.0,MEDICAL,A,1200,7.9,0,0.06,N,2,36,722,7287,0,Salaried,1,0.3
22,21600,RENT,0.0,MEDICAL,A,1200,5.99,0,0.06,N,2,12,698,13566,0,Unemployed,2,0.52
22,27000,OWN,1.0,MEDICAL,B,4800,11.99,0,0.18,N,2,60,620,9683,5689,Salaried,0,0.18
23,27000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,1000,15.99,1,0.04,Y,3,36,639,9678,15325,Self-Employed,1,0.22
23,26400,RENT,3.0,DEBTCONSOLIDATION,C,1200,14.35,1,0.05,Y,4,60,758,17625,0,Unemployed,3,0.61
22,27600,RENT,5.0,VENTURE,C,1200,13.06,0,0.04,N,2,12,633,14460,0,Salaried,1,0.22
22,28000,RENT,0.0,MEDICAL,B,1200,12.69,0,0.04,N,3,60,726,11685,0,Salaried,2,0.4
22,27000,OWN,3.0,VENTURE,B,10800,10.74,0,0.4,N,3,24,656,18500,0,Salaried,0,0.4
21,30000,RENT,2.0,EDUCATION,B,1200,9.62,0,0.04,N,3,48,679,17487,7616,Salaried,1,0.21
26,27000,MORTGAGE,,DEBTCONSOLIDATION,A,3000,5.79,0,0.11,N,3,36,694,13876,0,Salaried,0,0.11
22,27000,OWN,0.0,MEDICAL,B,7750,10.37,0,0.29,N,3,48,574,11658,5502,Self-Employed,3,0.84
26,30000,RENT,2.0,VENTURE,B,1200,10.14,0,0.04,N,4,60,606,17119,0,Self-Employed,4,0.71
22,31200,RENT,2.0,PERSONAL,B,1200,12.21,0,0.04,N,4,36,684,18481,23028,Salaried,4,0.68
23,31500,RENT,7.0,EDUCATION,B,1200,8.88,0,0.04,N,2,60,643,18422,0,Freelancer,2,0.36
24,32400,RENT,0.0,MEDICAL,C,1200,13.11,0,0.04,Y,2,24,729,12251,9651,Salaried,0,0.04
23,27000,MORTGAGE,,EDUCATION,B,4000,9.62,0,0.15,N,2,12,599,15630,0,Self-Employed,2,0.52
22,27000,OWN,3.0,MEDICAL,A,6000,6.54,0,0.22,N,4,36,708,14379,6299,Salaried,0,0.22
23,33000,RENT,3.0,EDUCATION,A,1200,8.32,0,0.04,N,2,24,611,21121,0,Self-Employed,1,0.19
21,34000,RENT,5.0,HOMEIMPROVEMENT,B,1200,12.69,1,0.04,N,4,24,662,18696,0,Freelancer,1,0.18
26,34000,RENT,0.0,VENTURE,B,1200,9.91,0,0.04,N,3,36,626,12189,0,Self-Employed,2,0.33
22,34560,RENT,2.0,MEDICAL,E,1200,19.29,1,0.03,N,4,60,775,14771,0,Freelancer,4,0.61
22,29004,RENT,0.0,HOMEIMPROVEMENT,D,1200,15.7,1,0.04,Y,4,24,613,17330,0,Salaried,3,0.56
26,27000,MORTGAGE,2.0,PERSONAL,D,3025,15.95,0,0.11,N,2,48,673,16091,0,Salaried,4,0.85
23,36000,RENT,7.0,DEBTCONSOLIDATION,C,1200,13.99,0,0.03,Y,4,24,593,14007,17593,Salaried,5,0.73
24,36000,RENT,5.0,EDUCATION,B,1200,11.49,0,0.03,N,2,60,759,15906,26004,Salaried,2,0.31
23,36000,RENT,0.0,MEDICAL,B,1200,10.37,0,0.03,N,3,60,700,11020,0,Unemployed,3,0.45
21,40000,RENT,5.0,VENTURE,D,1200,15.58,0,0.03,N,4,48,686,17307,0,Self-Employed,0,0.03
22,34000,RENT,0.0,HOMEIMPROVEMENT,D,1200,14.61,1,0.04,Y,4,24,753,10558,13269,Salaried,4,0.62
25,40000,RENT,5.0,PERSONAL,A,1200,8.0,0,0.03,N,4,60,687,25965,26262,Salaried,2,0.28
25,43000,RENT,9.0,MEDICAL,A,1200,8.49,0,0.03,N,2,36,690,24366,17285,Freelancer,0,0.03
25,43200,RENT,,VENTURE,B,1200,9.91,0,0.03,N,4,12,686,29706,29265,Self-Employed,5,0.61
24,27000,MORTGAGE,7.0,EDUCATION,B,10000,,0,0.37,N,2,12,708,17732,11828,Self-Employed,4,1.11
24,27000,OWN,9.0,MEDICAL,A,9475,8.94,0,0.35,N,3,12,655,14617,0,Self-Employed,4,1.09
22,44664,RENT,5.0,MEDICAL,C,1200,12.68,0,0.03,Y,3,24,669,22384,0,Freelancer,4,0.47
23,39000,RENT,2.0,DEBTCONSOLIDATION,D,1200,15.95,1,0.03,N,2,48,720,25486,0,Self-Employed,1,0.16
25,48000,RENT,4.0,EDUCATION,C,1200,12.68,0,0.03,N,4,60,693,20129,21676,Self-Employed,4,0.44
22,27000,MORTGAGE,1.0,EDUCATION,B,12000,,1,0.44,N,3,36,674,10513,0,Unemployed,4,1.19
22,27000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,5000,12.18,0,0.19,N,4,36,609,12528,12557,Freelancer,3,0.74
25,55000,RENT,3.0,DEBTCONSOLIDATION,B,1200,11.58,0,0.02,N,4,24,754,17670,26456,Self-Employed,1,0.11
23,58000,RENT,4.0,EDUCATION,C,1200,15.23,0,0.02,N,4,12,646,24405,0,Freelancer,1,0.11
23,58700,RENT,8.0,PERSONAL,B,1200,11.71,0,0.02,N,4,24,729,19574,39266,Salaried,2,0.19
24,27000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,7500,10.39,0,0.28,N,2,48,688,8668,6541,Self-Employed,3,0.83
25,60000,RENT,0.0,MEDICAL,A,1200,7.66,0,0.02,N,3,48,615,31232,0,Freelancer,3,0.27
23,60000,RENT,7.0,DEBTCONSOLIDATION,B,1200,,0,0.02,N,3,60,742,34995,43130,Self-Employed,5,0.44
22,100000,RENT,3.0,MEDICAL,A,1200,8.59,0,0.01,N,2,60,692,51466,0,Salaried,1,0.06
24,9600,RENT,3.0,EDUCATION,C,1300,12.73,1,0.14,N,2,48,746,3151,0,Freelancer,1,0.66
26,41000,RENT,1.0,MEDICAL,A,1300,7.9,0,0.03,N,4,48,670,18777,0,Self-Employed,2,0.28
24,45000,RENT,5.0,MEDICAL,C,1300,13.61,0,0.03,Y,4,48,715,15497,0,Unemployed,5,0.58
26,50000,RENT,10.0,VENTURE,A,1300,6.99,0,0.03,N,3,24,591,28001,0,Freelancer,5,0.53
22,54000,RENT,4.0,DEBTCONSOLIDATION,C,1300,14.27,1,0.02,Y,2,48,654,34050,34187,Salaried,3,0.3
25,27048,OTHER,9.0,MEDICAL,D,8000,15.05,1,0.3,Y,2,36,616,9377,0,Self-Employed,3,0.85
24,64000,RENT,8.0,HOMEIMPROVEMENT,C,1300,13.49,1,0.02,N,3,12,661,20911,0,Freelancer,4,0.33
25,89000,RENT,4.0,VENTURE,B,1300,10.59,0,0.01,N,4,48,703,41151,19696,Salaried,3,0.18
25,24000,RENT,0.0,EDUCATION,C,1325,13.49,1,0.06,Y,2,12,649,10113,0,Freelancer,3,0.68
24,26000,RENT,2.0,MEDICAL,C,1325,12.87,1,0.05,N,4,24,723,10511,0,Unemployed,3,0.63
24,44400,RENT,0.0,PERSONAL,B,1325,10.0,1,0.03,N,4,12,637,17074,20906,Unemployed,3,0.37
26,27138,MORTGAGE,10.0,DEBTCONSOLIDATION,B,2750,9.63,0,0.1,N,2,24,724,11581,8785,Salaried,5,1.02
25,51500,RENT,5.0,VENTURE,C,1325,14.79,0,0.03,N,3,36,745,35336,0,Freelancer,4,0.41
21,23004,RENT,5.0,VENTURE,B,1350,9.99,0,0.06,N,2,24,730,14793,0,Freelancer,0,0.06
25,42000,RENT,0.0,DEBTCONSOLIDATION,A,1350,5.42,0,0.03,N,2,24,662,22702,0,Self-Employed,4,0.51
22,69600,RENT,6.0,DEBTCONSOLIDATION,C,1350,12.68,0,0.02,N,3,60,573,43165,0,Self-Employed,1,0.09
24,10000,RENT,0.0,VENTURE,B,1400,10.83,0,0.14,N,4,48,709,3058,0,Self-Employed,2,1.14
22,27302,MORTGAGE,6.0,MEDICAL,B,3725,12.69,0,0.14,N,2,48,673,9407,0,Unemployed,4,0.87
23,14650,RENT,0.0,DEBTCONSOLIDATION,D,1400,15.62,1,0.1,Y,3,36,631,6108,11225,Salaried,3,1.12
23,27350,MORTGAGE,5.0,VENTURE,B,1925,,0,0.07,N,3,36,652,15249,7502,Freelancer,3,0.62
24,27360,MORTGAGE,5.0,PERSONAL,A,8000,7.29,0,0.29,N,3,48,751,17876,0,Unemployed,5,1.21
24,27442,MORTGAGE,8.0,DEBTCONSOLIDATION,B,5175,10.99,0,0.19,N,4,60,623,10769,0,Freelancer,1,0.37
25,27500,MORTGAGE,,EDUCATION,A,9000,7.49,0,0.33,N,4,48,703,9781,0,Self-Employed,1,0.51
24,30000,RENT,4.0,MEDICAL,D,1400,15.62,1,0.05,Y,4,60,690,19175,0,Freelancer,3,0.55
25,30000,RENT,4.0,MEDICAL,C,1400,13.11,0,0.05,N,2,36,662,13909,0,Freelancer,1,0.21
23,27500,MORTGAGE,7.0,EDUCATION,B,6300,,0,0.23,N,3,12,712,15944,11753,Salaried,2,0.59
22,33000,RENT,1.0,MEDICAL,C,1400,14.27,0,0.04,Y,4,36,761,17133,0,Freelancer,2,0.35
26,40000,RENT,1.0,MEDICAL,A,1400,7.74,0,0.04,N,3,36,665,14814,0,Freelancer,5,0.66
26,40044,RENT,1.0,VENTURE,B,1400,11.86,0,0.03,N,4,24,667,23234,27140,Freelancer,5,0.66
21,27568,OTHER,0.0,MEDICAL,D,3500,14.42,1,0.13,N,4,24,711,12910,0,Salaried,0,0.13
26,35652,RENT,5.0,DEBTCONSOLIDATION,B,1400,11.49,1,0.04,N,4,24,725,14799,0,Salaried,5,0.74
26,45000,RENT,,DEBTCONSOLIDATION,B,1400,10.59,0,0.03,N,4,24,673,29748,17077,Salaried,2,0.25
24,27600,MORTGAGE,1.0,PERSONAL,C,2000,14.27,0,0.07,Y,2,60,664,8346,0,Self-Employed,5,0.98
26,27600,OWN,2.0,VENTURE,B,2500,11.71,0,0.09,N,3,48,569,12749,0,Unemployed,1,0.27
24,27600,OWN,8.0,MEDICAL,A,7000,7.9,0,0.25,N,4,12,641,11597,7533,Freelancer,2,0.62
23,42000,RENT,7.0,EDUCATION,B,1400,10.0,1,0.03,N,4,36,623,13515,20608,Unemployed,0,0.03
25,27600,MORTGAGE,1.0,HOMEIMPROVEMENT,A,11500,6.03,1,0.42,N,4,60,714,9167,0,Self-Employed,2,0.78
22,27600,MORTGAGE,6.0,DEBTCONSOLIDATION,A,8400,7.51,0,0.3,N,3,12,667,10182,0,Freelancer,5,1.21
24,27600,MORTGAGE,5.0,MEDICAL,D,6000,15.62,1,0.22,Y,2,60,665,13855,0,Self-Employed,1,0.4
24,125000,RENT,1.0,HOMEIMPROVEMENT,C,1400,,0,0.01,Y,4,60,679,51632,0,Salaried,0,0.01
21,10000,RENT,,MEDICAL,A,1450,7.51,0,0.14,N,4,36,636,6351,0,Self-Employed,4,2.14
24,21600,RENT,0.0,MEDICAL,A,1450,,0,0.07,N,3,48,757,8553,0,Self-Employed,1,0.3
23,30000,RENT,1.0,PERSONAL,D,1450,15.58,1,0.05,N,4,24,744,17642,0,Freelancer,4,0.72
24,47000,RENT,0.0,MEDICAL,B,1450,10.74,0,0.03,N,4,48,760,18055,27914,Unemployed,2,0.24
23,27600,MORTGAGE,,EDUCATION,A,9800,7.29,0,0.36,N,4,36,714,8749,15839,Self-Employed,0,0.36
26,55560,RENT,5.0,MEDICAL,C,1450,14.27,0,0.03,N,3,36,678,22548,0,Self-Employed,5,0.48
22,101000,RENT,0.0,EDUCATION,A,1475,5.79,0,0.01,N,3,36,760,64137,60727,Freelancer,1,0.06
24,27000,RENT,1.0,MEDICAL,D,1500,16.29,1,0.06,Y,4,12,645,8988,0,Salaried,0,0.06
22,27040,RENT,0.0,DEBTCONSOLIDATION,C,1500,12.73,0,0.06,N,2,48,636,11838,0,Freelancer,3,0.61
25,27996,RENT,0.0,MEDICAL,B,1500,11.89,0,0.05,N,3,48,649,8488,0,Unemployed,3,0.59
23,28000,RENT,7.0,PERSONAL,C,1500,14.17,0,0.05,Y,4,60,706,15458,0,Self-Employed,2,0.41
24,27600,OWN,2.0,MEDICAL,D,10000,,0,0.36,N,2,60,641,18688,0,Self-Employed,3,0.91
22,28500,RENT,1.0,EDUCATION,B,1500,,0,0.05,N,4,60,672,12931,0,Unemployed,5,0.93
22,27600,OWN,0.0,EDUCATION,A,9600,8.59,0,0.35,N,3,36,599,14649,0,Unemployed,4,1.07
23,27600,MORTGAGE,0.0,EDUCATION,C,1200,13.92,0,0.04,Y,3,48,704,13273,0,Salaried,2,0.41
24,28596,RENT,5.0,EDUCATION,B,1500,11.46,0,0.05,N,4,36,604,19712,0,Unemployed,0,0.05
23,28800,RENT,0.0,MEDICAL,A,1500,7.74,0,0.05,N,3,12,633,17118,14929,Unemployed,0,0.05
23,30000,RENT,1.0,DEBTCONSOLIDATION,A,1500,7.51,0,0.05,N,3,60,740,9530,0,Freelancer,0,0.05
21,30000,RENT,0.0,DEBTCONSOLIDATION,A,1500,7.29,0,0.05,N,3,36,739,10304,9652,Salaried,5,0.88
25,27800,OWN,,VENTURE,A,14125,6.99,0,0.51,N,4,36,698,13571,20244,Freelancer,2,0.87
24,30000,RENT,2.0,DEBTCONSOLIDATION,C,1500,14.22,0,0.05,Y,4,12,693,16580,0,Salaried,4,0.72
25,30000,RENT,0.0,EDUCATION,E,1500,16.82,1,0.05,Y,3,24,653,12484,0,Unemployed,5,0.88
26,30000,RENT,0.0,HOMEIMPROVEMENT,D,1500,14.61,1,0.05,Y,3,48,641,17095,21318,Self-Employed,0,0.05
21,30000,RENT,0.0,DEBTCONSOLIDATION,C,1500,13.92,0,0.05,N,2,24,661,15918,18054,Freelancer,3,0.55
23,31000,RENT,1.0,DEBTCONSOLIDATION,A,1500,8.94,0,0.05,N,3,60,604,14695,0,Freelancer,1,0.21
26,27983,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6000,7.88,0,0.21,N,3,36,692,14912,21015,Unemployed,1,0.39
25,31200,RENT,9.0,VENTURE,B,1500,11.12,0,0.05,N,2,12,682,20797,0,Unemployed,5,0.85
25,31500,RENT,2.0,VENTURE,B,1500,10.99,0,0.05,N,4,12,633,12514,0,Salaried,5,0.84
25,32000,RENT,2.0,DEBTCONSOLIDATION,A,1500,7.49,0,0.05,N,4,48,758,19727,0,Freelancer,3,0.52
23,27996,OWN,1.0,PERSONAL,D,4800,15.99,0,0.17,Y,2,24,710,8532,13219,Self-Employed,4,0.89
25,32000,RENT,1.0,DEBTCONSOLIDATION,A,1500,7.29,0,0.05,N,3,48,714,10685,0,Freelancer,4,0.67
24,32000,RENT,1.0,EDUCATION,C,1500,13.92,0,0.05,Y,4,36,655,21755,0,Salaried,4,0.67
24,32304,RENT,8.0,MEDICAL,B,1500,9.91,1,0.05,N,3,48,679,18706,0,Salaried,3,0.51
25,33000,RENT,5.0,VENTURE,B,1500,11.48,0,0.05,N,4,12,711,18259,0,Salaried,2,0.35
22,27996,OWN,5.0,MEDICAL,A,5000,5.79,0,0.18,N,2,12,687,12139,0,Freelancer,2,0.54
23,27996,OWN,1.0,EDUCATION,C,4200,14.72,0,0.15,Y,4,60,760,10463,0,Self-Employed,1,0.33
23,27996,OWN,2.0,MEDICAL,B,9250,10.75,0,0.33,N,2,60,669,12653,16927,Freelancer,2,0.69
22,27996,MORTGAGE,4.0,MEDICAL,D,3250,15.21,1,0.12,N,2,36,654,15099,0,Unemployed,5,1.01
22,27996,MORTGAGE,4.0,MEDICAL,B,5500,10.38,0,0.2,N,2,24,711,15502,0,Salaried,0,0.2
26,33600,RENT,6.0,MEDICAL,F,1500,19.41,0,0.04,N,4,48,616,12358,17880,Unemployed,0,0.04
23,33996,RENT,1.0,EDUCATION,A,1500,6.99,0,0.04,N,4,36,726,16256,0,Unemployed,0,0.04
25,34942,RENT,7.0,PERSONAL,B,1500,10.99,0,0.04,N,4,60,614,18404,0,Salaried,0,0.04
21,35000,RENT,3.0,EDUCATION,A,1500,5.79,0,0.04,N,2,48,711,23939,0,Unemployed,4,0.61
25,35000,RENT,1.0,MEDICAL,B,1500,10.0,0,0.04,N,4,60,647,18191,13269,Freelancer,3,0.47
23,35000,RENT,6.0,DEBTCONSOLIDATION,B,1500,8.88,0,0.04,N,3,48,703,18628,0,Unemployed,2,0.33
21,27996,MORTGAGE,5.0,EDUCATION,A,10000,9.63,0,0.36,N,4,24,725,16967,0,Self-Employed,0,0.36
